"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"3/31/2017","Jpmc","JPMC-383 MADISON FINAN NEW YORK NY","4.08","debit","Tuition","Citi Double Cash Card","",""
"3/31/2017","Jpmc","JPMC-383 MADISON FINAN NEW YORK NY","7.07","debit","Tuition","Citi Double Cash Card","",""
"3/31/2017","Transfer from TOTAL CHECKING","Payment Received","2500.00","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"3/31/2017","Transfer from TOTAL CHECKING","Payment Thank You-Mobile","527.65","credit","Credit Card Payment","CHASE AMAZON PRIME","",""
"3/31/2017","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3340.03","credit","Paycheck","TOTAL CHECKING","",""
"3/31/2017","Venmo","VENMO            PAYMENT    467981921       WEB ID: 3264681992","2100.00","debit","Transfer","TOTAL CHECKING","",""
"3/31/2017","Transfer to CREDIT CARD","Payment to Chase card ending in5999","527.65","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/31/2017","ATM Fee Refund","ATM Fee Rebate","1.50","credit","ATM Fee","Investor Checking","",""
"3/31/2017","Online Thank You","ONLINE PAYMENT, THANK YOU","1000.00","credit","Credit Card Payment","Citi Double Cash Card","",""
"3/31/2017","Vanguard Growth Etf","VANGUARD GROWTH ETF","7.74","debit","Investments","Individual","",""
"3/31/2017","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","5.25","debit","Investments","Individual","",""
"3/30/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","8.88","debit","Food & Dining","Citi Double Cash Card","",""
"3/30/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","5.97","debit","Food & Dining","Citi Double Cash Card","",""
"3/30/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","13.14","debit","Food & Dining","Citi Double Cash Card","",""
"3/30/2017","Playstation Network","PLAYSTATION NETWORK 800-345-7669 CA","9.99","debit","Entertainment","Citi Double Cash Card","",""
"3/30/2017","Schwab Brokerage Moneylink","SCHWAB BROKERAGE MONEYLINKPPD ID: 9005586224","1774.66","credit","Income","TOTAL CHECKING","",""
"3/30/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","2211.84","credit","Income","TOTAL CHECKING","",""
"3/30/2017","Check 511","CHECK 511","230.00","debit","Check","TOTAL CHECKING","",""
"3/30/2017","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","5.25","credit","Dividend & Cap Gains","Individual","",""
"3/30/2017","Vanguard Growth Etf","VANGUARD GROWTH ETF","7.74","credit","Dividend & Cap Gains","Individual","",""
"3/29/2017","Saks","SAKS FIFTH AVENUE #601","2504.13","debit","Clothing","Barclaycard Arrival Plus","",""
"3/29/2017","Aramark","ARAMARK@JPMC 383 MADIS","3.89","debit","Food & Dining","Barclaycard Arrival Plus","",""
"3/29/2017","Saks","SAKS FIFTH AVENUE #601 NEW YORK NY","612.27","debit","Clothing","Citi Double Cash Card","",""
"3/29/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","5.71","debit","Food & Dining","Citi Double Cash Card","",""
"3/29/2017","Online Transfer Gs","Online Transfer 6030233406 to gsbank ########0763 transaction #:","2000.00","debit","Transfer","TOTAL CHECKING","",""
"3/29/2017","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","3.71","debit","Investments","Individual","",""
"3/29/2017","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","17.63","debit","Investments","Individual","",""
"3/29/2017","Tfr Jpmorgan Chase, Lina Rudashevski","Tfr JPMORGAN CHASE, LINA RUDASHEVSKI","1774.66","debit","Investments","Individual","",""
"3/28/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.62","debit","Food & Dining","Citi Double Cash Card","",""
"3/28/2017","Flycleaners Ny","FLYCLEANERS 3478554359 NY","33.95","debit","Laundry","Citi Double Cash Card","",""
"3/28/2017","Pay Handy.com Ny","PAY@HANDY.COM APR01 8552160216 NY","43.50","debit","Home Services","Citi Double Cash Card","",""
"3/28/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","3.79","debit","Food & Dining","Citi Double Cash Card","",""
"3/28/2017","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","3.71","credit","Dividend & Cap Gains","Individual","",""
"3/28/2017","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","17.63","credit","Dividend & Cap Gains","Individual","",""
"3/27/2017","Jpmc","JPMC-383 MADISON FINAN NEW YORK NY","5.72","debit","Tuition","Citi Double Cash Card","",""
"3/27/2017","Amazon","Amazon Prime Now Tips","7.00","debit","Shopping","CHASE AMAZON PRIME","",""
"3/26/2017","Amazon","Amazon.com","54.43","debit","Shopping","CHASE AMAZON PRIME","",""
"3/26/2017","Amazon","Amazon Prime Now","74.91","debit","Shopping","CHASE AMAZON PRIME","",""
"3/26/2017","Uber.com","UBER   US MAR25 JNZ5O","24.58","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/26/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","7.59","debit","Music","Citi Double Cash Card","",""
"3/26/2017","Fandango","FANDANGO.COM FANDANGO.COM XXXX-XXXX-XXXX-1208Digital Account Number XXXXXXXXXXXX1208","34.10","debit","Movies & DVDs","Citi Double Cash Card","",""
"3/25/2017","Uber.com","UBER   US MAR25 YG76Y","24.53","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/25/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","4.34","debit","Fast Food","Citi Double Cash Card","",""
"3/25/2017","Lyft","LYFT *RIDE SAT 3AM 8552800278 CA","4.08","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"3/24/2017","Venmo","VENMO            PAYMENT    460778517       WEB ID: 3264681992","12.00","debit","Transfer","TOTAL CHECKING","",""
"3/24/2017","HI Mango Natural Market, Inc","HI MANGO NATURAL MARKE BROOKLYN NY","104.38","debit","Groceries","Citi Double Cash Card","",""
"3/23/2017","Aramark","ARAMARK@JPMC 383 MADIS","9.75","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/23/2017","Jpmc","JPMC-383 MADISON FINAN NEW YORK NY","7.07","debit","Tuition","Citi Double Cash Card","",""
"3/22/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.07","debit","Food & Dining","Citi Double Cash Card","",""
"3/22/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.87","debit","Food & Dining","Citi Double Cash Card","",""
"3/22/2017","Aramark","ARAMARK@JPMC 383 MADIS","5.86","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/21/2017","GrubHub Seamless","SEAMLSSJADEPALACE 8002561020 NY","14.09","debit","Food & Dining","Citi Double Cash Card","",""
"3/20/2017","Citi Autopay Ppd","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","1364.12","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/20/2017","Chase Autopay Ppd","CHASE CREDIT CRD AUTOPAYPPD ID: 4760039224","14.48","debit","Financial","TOTAL CHECKING","",""
"3/20/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.07","debit","Food & Dining","Citi Double Cash Card","",""
"3/19/2017","Uber.com","UBER   US MAR19 7ZHWK","18.70","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/19/2017","Uber.com","UBER   US MAR18 HFKWH","37.99","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/19/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","14.09","debit","Food & Dining","Citi Double Cash Card","",""
"3/19/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","15.34","debit","Food & Dining","Citi Double Cash Card","",""
"3/17/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","7.27","debit","Food & Dining","Citi Double Cash Card","",""
"3/17/2017","Ops Hrcls Lndy","OPS*HRCLS LNDY 8005265 800-555-1212 NY","25.00","debit","Laundry","Citi Double Cash Card","",""
"3/17/2017","Transfer from TOTAL CHECKING","AUTOMATIC PAYMENT - THANK","14.48","credit","Credit Card Payment","CHASE AMAZON PRIME","",""
"3/17/2017","Autopay Rautopay Auto","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","1364.12","credit","Credit Card Payment","Citi Double Cash Card","",""
"3/16/2017","Nootrobox Ca","NOOTROBOX 8888068019 CA","44.10","debit","Uncategorized","Citi Double Cash Card","",""
"3/16/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","5.86","debit","Food & Dining","Citi Double Cash Card","",""
"3/16/2017","Nootrobox Ca","NOOTROBOX 8888068019 CA","17.95","debit","Uncategorized","Citi Double Cash Card","",""
"3/16/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.51","debit","Food & Dining","Citi Double Cash Card","",""
"3/16/2017","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","52.48","debit","Utilities","TOTAL CHECKING","",""
"3/16/2017","Bank Int 021617-031517","BANK INT 021617-031517","0.01","credit","Investments","Individual","",""
"3/16/2017","Gaslog Ltd F","GASLOG LTD F","7.00","credit","Dividend & Cap Gains","Individual","",""
"3/15/2017","Aramark","ARAMARK@270-STARBUCKS","10.24","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/15/2017","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3340.02","credit","Paycheck","TOTAL CHECKING","",""
"3/15/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","5.97","debit","Food & Dining","Citi Double Cash Card","",""
"3/14/2017","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.07","debit","Food & Dining","Citi Double Cash Card","",""
"3/13/2017","Amazon","Amazon.com","31.72","debit","Shopping","CHASE AMAZON PRIME","",""
"3/13/2017","Duane Reade","DUANE READE #14295 NEW YORK NY","36.48","debit","Pharmacy","Citi Double Cash Card","",""
"3/12/2017","Aramark","ARAMARK@JPMC 383 MADIS","6.58","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/12/2017","Duane Reade","DUANE READE #14102","30.98","debit","Pharmacy","CHASE AMAZON PRIME","",""
"3/12/2017","Duane Reade","DUANE READE #14102","10.00","debit","Pharmacy","CHASE AMAZON PRIME","",""
"3/12/2017","Aramark","ARAMARK@JPMC 383 MADIS","6.51","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/12/2017","Uber.com","UBER   US MAR11 MUY54","28.57","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/12/2017","Uber.com","UBER US MAR11 B5S5Z HE","25.20","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/11/2017","Uber.com","UBER   US MAR11 TFOUJ","7.56","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/11/2017","Sunshine Websales","SUNSHINE WEBSALES 256","31.00","debit","Uncategorized","Barclaycard Arrival Plus","",""
"3/11/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","17.00","debit","Music","Citi Double Cash Card","",""
"3/11/2017","Wall Street Journal","D J*WALL-ST-JOURNAL 8005687625 MA","32.99","debit","Newspapers & Magazines","Citi Double Cash Card","",""
"3/11/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","20.58","debit","Food & Dining","Citi Double Cash Card","",""
"3/10/2017","Duane Reade","DUANE READE #14295","9.96","debit","Pharmacy","CHASE AMAZON PRIME","",""
"3/10/2017","Duane Reade","DUANE READE #14295","6.52","debit","Pharmacy","CHASE AMAZON PRIME","",""
"3/10/2017","Aramark","ARAMARK@JPMC 383 MADIS","5.86","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/10/2017","Jpmc","JPMC-383 MADISON FINAN","3.63","debit","Education","CHASE AMAZON PRIME","",""
"3/10/2017","ATM Withdrawal","ATM WITHDRAWAL000844  03/10383 MADIS","100.00","debit","Cash & ATM","TOTAL CHECKING","",""
"3/09/2017","Spotify","Spotify USA","9.99","debit","Music","CHASE AMAZON PRIME","",""
"3/09/2017","Duane Reade","DUANE READE #14295","38.80","debit","Pharmacy","CHASE AMAZON PRIME","",""
"3/09/2017","Jpmc","JPMC-383 MADISON FINAN","7.07","debit","Education","CHASE AMAZON PRIME","",""
"3/09/2017","Burger King","BURGER KING #1898","7.83","debit","Fast Food","CHASE AMAZON PRIME","",""
"3/08/2017","Optimum","OPTIMUM #7836 07186173500 NY","18.23","debit","Bills & Utilities","Citi Double Cash Card","",""
"3/08/2017","Aramark","ARAMARK@JPMC 383 MADIS","5.86","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/08/2017","Aramark","ARAMARK@JPMC 383 MADIS","6.07","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/07/2017","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","4.99","credit","Dividend & Cap Gains","Individual","",""
"3/06/2017","GrubHub Seamless","SEAMLSSTHEBUSHWICKBAG 8002561020 NY","17.24","debit","Food & Dining","Citi Double Cash Card","",""
"3/05/2017","Cinemas","WILLIAMSBURG CINEMAS","15.50","debit","Movies & DVDs","CHASE AMAZON PRIME","",""
"3/05/2017","GrubHub Seamless","SEAMLSSSAVOYCAFEGRILL 8002561020 NY","17.44","debit","Food & Dining","Citi Double Cash Card","",""
"3/05/2017","GrubHub Seamless","SEAMLSSLUCYSVIETNAMES 8002561020 NY","16.98","debit","Food & Dining","Citi Double Cash Card","",""
"3/04/2017","Uber.com","UBER   US MAR04 NARZR","19.83","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"3/04/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","12.50","debit","Music","Citi Double Cash Card","",""
"3/03/2017","Aramark","ARAMARK@JPMC 383 MADIS","6.61","debit","Food & Dining","Barclaycard Arrival Plus","",""
"3/03/2017","Aramark","ARAMARK@JPMC 383 MADIS","5.86","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/03/2017","Amazon","Amazon.com","122.38","debit","Shopping","CHASE AMAZON PRIME","",""
"3/03/2017","GrubHub Seamless","SEAMLSSSTRANGEFLAVORB 8002561020 NY","26.46","debit","Food & Dining","Citi Double Cash Card","",""
"3/03/2017","Lucky","Lucky 1 Smoke S 1439 My Brooklyn","31.50","debit","Groceries","Investor Checking","",""
"3/02/2017","Tony Pizzeria R","TONY`S PIZZERIA & R","6.04","debit","Food & Dining","Barclaycard Arrival Plus","",""
"3/02/2017","Amazon Kindle","Amazon Services-Kindle","14.99","debit","Books","CHASE AMAZON PRIME","",""
"3/02/2017","Aramark","ARAMARK@JPMC 383 MADIS","5.06","debit","Food & Dining","CHASE AMAZON PRIME","",""
"3/02/2017","Jpmc","JPMC-383 MADISON FINAN","7.07","debit","Education","CHASE AMAZON PRIME","",""
"3/02/2017","Netflix","NETFLIX.COM NETFLIX.COM CA","9.99","debit","Movies & DVDs","Citi Double Cash Card","",""
"3/02/2017","Jpmc","JPMC-383 MADISON FINAN","7.07","debit","Education","Barclaycard Arrival Plus","",""
"3/02/2017","Funds Transfer Brokerage","Funds Transfer from Brokerage -6875","25.65","credit","Transfer","Investor Checking","",""
"3/02/2017","Transfer Funds To Schwab Bank - 440023988619","TRANSFER FUNDS TO SCHWAB BANK - 440023988619","25.65","debit","Investments","Individual","",""
"3/02/2017","Mfc Bancorp Ltd F","MFC BANCORP LTD F","4.15","credit","Sell","Individual","",""
"3/02/2017","Sage Therapeutics","SAGE THERAPEUTICS","1758.51","credit","Sell","Individual","",""
"3/01/2017","Barclaycard Us Tel","BARCLAYCARD US   CREDITCARD 437460934       TEL ID: 2510407970","1065.65","debit","Credit Card Payment","TOTAL CHECKING","",""
"3/01/2017","Venmo","VENMO            PAYMENT    434459481       WEB ID: 3264681992","2100.00","debit","Transfer","TOTAL CHECKING","",""
"3/01/2017","GrubHub Seamless","SEAMLSSLAMESITARESTAU 8002561020 NY","15.02","debit","Food & Dining","Citi Double Cash Card","",""
"3/01/2017","Jpmc","JPMC-383 MADISON FINAN","5.72","debit","Education","Barclaycard Arrival Plus","",""
"2/28/2017","Received","Payment Received","1065.65","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"2/28/2017","Interest Paid","Interest Paid","0.01","credit","Interest Income","Investor Checking","",""
"2/28/2017","ATM Fee Refund","ATM Fee Rebate","1.75","credit","ATM Fee","Investor Checking","",""
"2/28/2017","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3341.21","credit","Paycheck","TOTAL CHECKING","",""
"2/27/2017","Jpmc","JPMC-383 MADISON FINAN","7.07","debit","Education","Barclaycard Arrival Plus","",""
"2/27/2017","Aramark","ARAMARK@JPMC 383 MADIS","5.96","debit","Food & Dining","Barclaycard Arrival Plus","",""
"2/27/2017","Aramark","ARAMARK@JPMC 383 MADIS","1.73","debit","Food & Dining","Barclaycard Arrival Plus","",""
"2/27/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","32.54","debit","Music","Citi Double Cash Card","",""
"2/27/2017","GrubHub Seamless","SEAMLSSBKBAGELS 8002561020 NY","16.12","debit","Food & Dining","Citi Double Cash Card","",""
"2/26/2017","Ops Hrcls Lndy","OPS*HRCLS LNDY 8005265","10.00","debit","Laundry","Barclaycard Arrival Plus","",""
"2/26/2017","Uber.com","UBER   US FEB25 K5EXK","8.24","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"2/26/2017","Duane Reade","POSTMATES DUANE READE","68.95","debit","Pharmacy","Barclaycard Arrival Plus","",""
"2/26/2017","Amazon Kindle","Amazon Services-Kindle","3.98","debit","Books","CHASE AMAZON PRIME","",""
"2/26/2017","GrubHub Seamless","SEAMLSSTHEBUSHWICKBAG 8002561020 NY","12.41","debit","Food & Dining","Citi Double Cash Card","",""
"2/25/2017","Cobble Hill Cinema","COBBLE HILL CINEMAS","27.00","debit","Movies & DVDs","Barclaycard Arrival Plus","",""
"2/25/2017","Long Island Restaurants","The Long Island Restau","48.87","debit","Restaurants","Barclaycard Arrival Plus","",""
"2/25/2017","Uber.com","UBER   US FEB25 LTHI5","13.58","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"2/24/2017","Alice Cafe","ALICE CAFE","17.31","debit","Restaurants","Barclaycard Arrival Plus","",""
"2/24/2017","D'Elia Deli Grocery Corp.","D ELIA DELI GROCERY","14.50","debit","Groceries","Barclaycard Arrival Plus","",""
"2/24/2017","Interest Charge","PURCHASE INTEREST CHARGE","10.50","credit","Interest Income","Barclaycard Arrival Plus","",""
"2/24/2017","Transfer to Online Savings","Online Transfer 5963845124 to gsbank ########0763 transaction #:","2000.00","debit","Transfer","TOTAL CHECKING","",""
"2/24/2017","Jpmc","JPMC-383 MADISON FINAN NEW YORK NY","2.45","debit","Tuition","Citi Double Cash Card","",""
"2/24/2017","Interest Charge Purchases","INTEREST CHARGE-PURCHASES","10.50","debit","Finance Charge","Barclaycard Arrival Plus","",""
"2/23/2017","Aramark","ARAMARK@JPMC 383 MADIS","3.24","debit","Food & Dining","CHASE AMAZON PRIME","",""
"2/23/2017","Aramark","ARAMARK@270-STARBUCKS NEW YORK NY","5.66","debit","Food & Dining","Citi Double Cash Card","",""
"2/23/2017","GrubHub Seamless","SEAMLSSMANHATTANGROCE 8002561020 NY","20.87","debit","Food & Dining","Citi Double Cash Card","",""
"2/22/2017","Amazon","Amazon.com AMZN.COM/BILL WA","59.19","debit","Shopping","Citi Double Cash Card","",""
"2/21/2017","Late","LATE PAYMENT","25.00","credit","Credit Card Payment","Barclaycard Arrival Plus","",""
"2/21/2017","ATM Fee","NON-CHASE ATM WITHDRAW345012  02/191396 GREE","1.75","debit","ATM Fee","TOTAL CHECKING","",""
"2/21/2017","ATM Withdrawal","NON-CHASE ATM WITHDRAW345012  02/191396 GREE","40.00","debit","Cash & ATM","TOTAL CHECKING","",""
"2/21/2017","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"2/21/2017","Citi Autopay Ppd","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","1326.40","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/21/2017","Chase Autopay Ppd","CHASE            AUTOPAYPPD ID: 4760039224","159.40","debit","Credit Card Payment","TOTAL CHECKING","",""
"2/21/2017","Uber.com","UBER   US FEB21 Z2UEW","45.65","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"2/21/2017","Late Payment Fee","LATE PAYMENT FEE","25.00","debit","Late Fee","Barclaycard Arrival Plus","",""
"2/20/2017","Uber.com","UBER   US FEB20 V36PT","6.46","debit","Rental Car & Taxi","Barclaycard Arrival Plus","",""
"2/20/2017","Br Factory Us","BR FACTORY US 1552","42.00","debit","Clothing","Barclaycard Arrival Plus","",""
"2/20/2017","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","5.39","debit","Music","Citi Double Cash Card","",""
"2/20/2017","GrubHub Seamless","SEAMLSSINCACHICKEN 8002561020 NY","13.07","debit","Food & Dining","Citi Double Cash Card","",""
"2/20/2017","Burger King","BURGER KING #1898 Q07 BROOKLYN NY","7.82","debit","Fast Food","Citi Double Cash Card","",""
"2/19/2017","Namaste Nails Spa","NAMASTE NAILS  SPA","27.00","debit","Spa & Massage","Barclaycard Arrival Plus","",""
"2/19/2017","Pronto","SEAMLSSPRONTORESTAURA 8002561020 NY","20.26","debit","Shopping","Citi Double Cash Card","",""
